,usr,dte,rte,cmt,itm,opt
299,kim*******,2017.02.15,100%,"간편하고, 먹기도 편하고, 맛도 좋아요.
량이 남자들 먹기엔 약간 적은것 빼곤 굿이라네요.",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
300,kmj*******,2017.02.13,100%,아침대용으로 먹으려고 샀어요 ㅋㅋㅋ 고구마 맛있네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
301,kmj*******,2017.02.13,100%,아침 대용으로 편하게 먹고있어요 간편하게 아주 좋네여 ㅋㅋㅋㅋㅋㅋ,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
302,jys*******,2017.02.11,100%,배고품을 잠쉬 달래주네요. 맛나요^^,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
303,jys*******,2017.02.11,100%,처음인데. 맛있어요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
304,cas*******,2017.02.10,100%,진짜 맛있습니다 짱짱짱,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
305,cas*******,2017.02.10,100%,맛있어요 다시 구매할거예요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
306,cas*******,2017.02.10,100%,간편하게 먹기 좋습니다 다시 구매 할거예요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
307,pmj*******,2017.02.09,100%,"모닝죽을 오반장에서 처음 발견하고 주문해봤는데 세가지맛이 다 괜찮고 무엇보다도 가방에 갖고다니며 먹기에 너무 편하게 만들어졌어요 아침 일찍 출근할 때, 시간없을때 최고입니다",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
308,pmj*******,2017.02.09,100%,모닝죽 먹기 편해서 good!! 그중에서도 단호박 맛있어요!!,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
309,pmj*******,2017.02.09,100%,맛도 있고 아침식사 못먹고 출근할 때 갖고나가면서 먹을수 있도록 간편하게 파우치형태로 되어있고 간식으로 먹어도되는데 쟁여놓고 먹기엔 가격이 넘 비싸네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
310,pmj*******,2017.02.09,100%,아침식사대용으로 간식으로 갖고다니며 먹기에 넘 편하고 맛도 좋아요  단지 계속해서 먹기엔 가격이 너무 비싸요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
311,pmj*******,2017.02.09,100%,단호박 고구마 단팥 모두 맛도 괜찮고 당도도 적당하고 아침에 바쁠때 갖고 나가 들고다니며 먹기 편하고 간식용으로도 좋은데 계속 먹기엔 가격이 너무 비싼편입니다 그나마도 가격이 더 오를거라니 부담됩니다,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
312,iki*******,2017.02.08,100%,항상 잘 먹고있어요^&^,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
313,iki*******,2017.02.08,100%,항상 잘 먹고있어요^&^,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
314,sel*******,2017.02.08,100%,믿고주문하죠!!! 좋아요^^* 감사합니다~,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
315,kk6*******,2017.02.03,100%,먹을만합니다~~~~,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
316,kk6*******,2017.02.03,100%,먹을만합니다 ~~~~~,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
317,kk6*******,2017.02.03,100%,먹을만합니다 ~~~~,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
318,sht*******,2017.02.03,100%,간편하고 맛있습니다,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
319,sht*******,2017.02.03,100%,맛있게 잘 먹고 있습니당,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
320,woo*******,2017.02.02,80%,보관기간도 길고 간편하게 먹기 편해요.,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
321,mkk*******,2017.02.02,100%,7+1] 간편한 아침! 모닝죽 단호박/고구마/단팥 1주일패키지(130gx7개입)+1팩증정7+1] 간편한 아침! 모닝죽 단호박/고구마/단팥 1주일패키지(130gx7개입)+1팩증정7+1] 간편한 아침! 모닝죽 단호박/고구마/단팥 1주일패키지(130gx7개입)+1팩증정,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
322,lnm*******,2017.02.02,100%,잘먹겠습니다. 감사합니다.,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
323,lnm*******,2017.02.02,100%,잘먹겠습니다. 감사합니다.,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
324,mtm*******,2017.02.02,100%,너무너무너무 배가 고플때 정말 정말 먹으러 나갈때도 없을때 생존을 위해 한두모금 먹으면 사라질 양이 ....너무 적은 양,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
325,mtm*******,2017.02.02,80%,정말 편리하고 맛도 괜찮은데 정말 정말 정말 양이 작다,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
326,mir*******,2017.01.31,80%,"맛이 어떨지 몰라서 우선 단팥을 시켰는데 달지 않아서 좋았어요. 
아침 대용으로는 양이 부족하긴 하지만 바쁠 때는 들고 나가기 좋아서 잘 먹었습니다.
단호박이랑 고구마도 시켜보고 싶네요.",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
327,mag*******,2017.01.31,100%,처음 사보았는데 그럭저럭 괜찮아요~~,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
328,bno*******,2017.01.23,100%,간편하게 좋은 건강식이네요. 맛있어요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
329,bno*******,2017.01.23,100%,간편하게 먹기 좋은 건강식이네요~^^,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
330,soo*******,2017.01.22,100%,아들 딸 차안에서 먹으면서 출근해요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
331,bel*******,2017.01.19,80%,맛나고 간편한 아침 한끼 대용으로 그만이네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
332,bel*******,2017.01.19,80%,맛나고 간편한 아침 한끼 대용으로 그만이네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
333,bel*******,2017.01.19,80%,맛나고 간편한 아침 한끼 대용으로 그만이네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
334,han*******,2017.01.19,100%,단팥죽 좋아하는데... 요거는 간편한거 빼고는 별로네요^^,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
335,kmj*******,2017.01.19,100%,단호박죽 먹고있어요 맛있네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
336,rol*******,2017.01.19,80%,잘먹고있어요 비싸요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입+랜덤2팩증정
337,ac2*******,2017.01.19,100%,팥죽을 좋아하지 않는데 구매평이 좋아서 사봤어요 부담없는 맛이라 만족합니다^^,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
338,rol*******,2017.01.19,100%,아이도 어른도 먹기좋다,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
339,rol*******,2017.01.19,100%,"열세트정도 구매해서 먹어봤는데요
맛은 좋습니다 휴대하기도 편리하고 아기간식으로 주로줍니다
어른이먹기에는..식사대용으로는 절대 양부족이요 가격이 좀더 저렴했으면 합니다 계속 주문하기에는 개수대비 부담스러운 가격입니다",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
340,ac2*******,2017.01.19,100%,적당히 단 것 같아 좋네요 캡이 있어서 어디서나 바로 마실 수 있다는 점이 만족스럽습니다 재구매 의사 있어요 많이 파세요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
341,lkh*******,2017.01.18,100%,"깔끔한 패키지가 좋습니다.

아직 시식전인데,
성분을 보니 불필요한 재료가 들어가지 않아서 마음에 들어요!",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
342,lkh*******,2017.01.18,100%,"깔끔한 패키지, 빠른 배송
맛이 가장 중요한데 아직 시식전이라...

일단 성분을 봐서는 불필요한 재료가 들어가지 않아서 좋아요~",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
343,kjh*******,2017.01.18,40%,"간단히 먹기 좋으나, 양이 작아요.;;",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
344,inc*******,2017.01.16,100%,좋아요 좋아요 좋아요 좋아요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
345,inc*******,2017.01.16,100%,좋아요 좋아요 좋아요 좋아요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
346,gy9*******,2017.01.13,100%,파른 배송  간단히 맥을수 있어 좋아요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
347,myr*******,2017.01.08,100%,너무 좋아요! 아침마다 간편하게 먹을수 있고 맛있어서 떨어지면 또 시키랴구요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
348,wol*******,2017.01.07,100%,ㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㄱㅣㄱㅣ,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
349,wol*******,2017.01.07,100%,간편하게 먹는건좋은데 한팩으로는 양이좀 작아요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
350,mus*******,2017.01.02,100%,맛도 좋고 먹기 편해요!!,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입+랜덤2팩증정
351,mus*******,2017.01.02,100%,맛도 좋고 편하게 먹기 좋아요!!,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입+랜덤2팩증정
352,km1*******,2017.01.01,100%,jgng;hnsr;hnsazf,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
353,iki*******,2016.12.29,100%,생각보다 사이즈가 작네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
354,wit*******,2016.12.20,100%,단호박이랑 두종류샀는데 전 단팥이 더 맛있어요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
355,wit*******,2016.12.20,60%,국산재료라마음에들고 데우지않아도 먹기괜찮네요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
356,sae*******,2016.12.15,100%,"행사하면 재구하고픈 물건이예요
좀 달지만 맛있어요",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입+랜덤2팩증정
357,sae*******,2016.12.15,100%,"맛있어요
다른 평처럼 약간 달긴한데
급하게 허기 채우기에 간편하게 먹기 좋네요",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입+랜덤2팩증정
358,jm4*******,2016.12.14,60%,맛잇게 잘 먹었어요~,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
359,jm4*******,2016.12.14,100%,"단호박죽은 아침 대용으로 다 먹었고요, 단팥죽은 맛이 별로네요 ㅠ",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
360,gri*******,2016.12.14,60%,좀 달고 식사 어중간할 때 간식 정도,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:고구마 / 수량:7개입
361,gri*******,2016.12.14,60%,식사대용으론 무리고 간식수준.,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
362,jhj*******,2016.12.08,60%,너무 달아요.  쫌만 덜 달면 좋겠어요.,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
363,toc*******,2016.12.08,100%,친정엄마  사드렸네요...,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입+랜덤2팩증정
364,whi*******,2016.12.07,100%,"재구매 했네요
아침식사 대용
간식 대용 아주 마음에들어요",(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
365,ska*******,2016.12.05,80%,할인하길래 주문해봤는데 넘 달아요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
366,ska*******,2016.12.05,80%,할인하길래 주문해봤는데 넘 달아요,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
367,drn*******,2016.12.05,80%,간편한 아침! 모닝죽,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단팥 / 수량:7개입
368,drn*******,2016.12.05,80%,간편한 아침! 모닝죽,(3+랜덤증정)간편한 아침 모닝죽 1주일(130gx7팩) 단호박/단팥/귀리/검은콩,[구매옵션] 맛선택:단호박 / 수량:7개입
